reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
714479.0,2021/01/06 05:00:00+00,CAPORAL,1909 BLANKENBAKER PKWY,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2723.0
714480.0,2021/01/06 05:00:00+00,CAPORAL,1909 BLANKENBAKER PKWY,40299.0,2021/01/06 05:00:00+00,4,SURVEY,2724.0
714482.0,2021/01/06 05:00:00+00,FOUR POINT,1035 S 3RD ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2725.0
714483.0,2021/01/06 05:00:00+00,HAPPY'S FOOD MART,1397 S 2ND ST,40208.0,2021/01/06 05:00:00+00,4,SURVEY,2726.0
714487.0,2021/01/06 05:00:00+00,FOOD MART SOUTH FLOYD TOBACCO,1271 S FLOYD ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2727.0
714631.0,2021/01/07 05:00:00+00,LUCY MAE'S FOOD MART,2300 W KENTUCKY ST,40210.0,2021/01/07 05:00:00+00,4,SURVEY,2728.0
714814.0,2021/01/04 05:00:00+00,OSAKA JAPANESE RESTAURANT,426 W MARKET ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2729.0
714633.0,2021/01/07 05:00:00+00,BROTHER FOOD MART,2601 VIRGINIA AVE,40211.0,2021/01/07 05:00:00+00,4,SURVEY,2730.0
714815.0,2021/01/04 05:00:00+00,CRAVINGS,101 S 5TH ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2731.0
714634.0,2021/01/07 05:00:00+00,KINGS FRIED CHICKEN,1302 DIXIE HWY,40210.0,2021/01/07 05:00:00+00,4,SURVEY,2732.0
714816.0,2021/01/04 05:00:00+00,LUIGI'S,712 W MAIN ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2733.0
714637.0,2021/01/07 05:00:00+00,KFC Y052-023,1911 W BROADWAY,40203.0,2021/01/07 05:00:00+00,4,SURVEY,2734.0
714817.0,2021/01/04 05:00:00+00,STARBUCKS,101 S 5TH ST,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2735.0
714638.0,2021/01/07 05:00:00+00,HIP HOP SWEET SHOP,1805 W JEFFERSON ST,40203.0,2021/01/07 05:00:00+00,4,SURVEY,2736.0
716028.0,2021/01/04 05:00:00+00,CIRCLE K #4703222,8320 OLD 3RD STREET RD,40272.0,2021/01/04 05:00:00+00,4,SURVEY,2737.0
714640.0,2021/01/07 05:00:00+00,GALAN'S MEAT MARKET,2801 W MARKET ST,40212.0,2021/01/07 05:00:00+00,4,SURVEY,2738.0
716029.0,2021/01/04 05:00:00+00,THORNTONS #160,9200 PRESTON HWY,40229.0,2021/01/04 05:00:00+00,4,SURVEY,2739.0
714646.0,2021/01/07 05:00:00+00,FIX COFFEEHOUSE,10616 MEETING ST,40059.0,2021/01/07 05:00:00+00,4,SURVEY,2740.0
716030.0,2021/01/04 05:00:00+00,HOME DEPOT,8232 PRESTON HWY,40202.0,2021/01/04 05:00:00+00,4,SURVEY,2741.0
714648.0,2021/01/07 05:00:00+00,KINDER CARE,2013 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2742.0
714237.0,2021/01/05 05:00:00+00,KAYFIELD ACADEMY III,3800 NORTHUMBERLAND DR,40245.0,2021/01/05 05:00:00+00,4,SURVEY,2743.0
714238.0,2021/01/05 05:00:00+00,LITTLE HANDS ACADEMY,4140 ACCOMACK DR,40241.0,2021/01/05 05:00:00+00,4,SURVEY,2744.0
714239.0,2021/01/05 05:00:00+00,VANGUARD ACADEMY,9306 DAYFLOWER ST,40059.0,2021/01/05 05:00:00+00,4,SURVEY,2745.0
714240.0,2021/01/05 05:00:00+00,SUGAR TREE SWEET SHOP,9444 NORTON COMMONS BLVD,40059.0,2021/01/05 05:00:00+00,4,SURVEY,2746.0
714241.0,2021/01/05 05:00:00+00,DISCOVERY PRE SCHOOL,9410 BLOSSOM LN,40241.0,2021/01/05 05:00:00+00,4,SURVEY,2747.0
714243.0,2021/01/05 05:00:00+00,THORNTONS #158,4900 BROWNSBORO RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2748.0
714244.0,2021/01/05 05:00:00+00,BEARNO'S PIZZA,9222 WESTPORT RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2749.0
714254.0,2021/01/05 05:00:00+00,CALIFORNIA PIZZA KITCHEN,7900 SHELBYVILLE RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2750.0
714255.0,2021/01/05 05:00:00+00,STARBUCKS #2466,7900 SHELBYVILLE RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2751.0
714256.0,2021/01/05 05:00:00+00,AUNTIE ANNE'S,7900 SHELBYVILLE RD,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2752.0
714257.0,2021/01/05 05:00:00+00,LOLLI AND POPS,7900 SHELBYVILLE RD,40220.0,2021/01/05 05:00:00+00,4,SURVEY,2753.0
714258.0,2021/01/05 05:00:00+00,CORELIFE EATERY,9365 VIKING CENTER DR,40222.0,2021/01/05 05:00:00+00,4,SURVEY,2754.0
714259.0,2021/01/05 05:00:00+00,TARGET T-0780 FOOD AVE EXPRESS,4640 TAYLORSVILLE RD,40220.0,2021/01/05 05:00:00+00,4,SURVEY,2755.0
714260.0,2021/01/05 05:00:00+00,TARGET T-0780 STARBUCKS,4640 TAYLORSVILLE RD,40220.0,2021/01/05 05:00:00+00,4,SURVEY,2756.0
714261.0,2021/01/05 05:00:00+00,ROYALS HOT CHICKEN,10305 TAYLORSVILLE RD,40299.0,2021/01/05 05:00:00+00,4,SURVEY,2757.0
